customer_uid,split,recency,history,history_log1p,mens,womens,newbie,bought_both,zip_code_Rural,zip_code_Suburban,zip_code_Urban,channel_Multichannel,channel_Phone,channel_Web,treatment_arm,T,T_mens,T_womens,visit,conversion,spend
2496,train,9.0,154.71,5.047995302853334,1,0,0,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2498,train,9.0,400.01,5.993986364651492,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2500,train,1.0,338.79,5.828327779728861,1,1,0,1,0,0,1,0,0,1,mens_email,1,1,0,1,1,29.99
2501,train,10.0,29.99,3.433664571799657,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,1,0,0.0
2502,train,10.0,76.74,4.353369925424077,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2503,train,1.0,29.99,3.433664571799657,0,1,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2504,train,10.0,187.68,5.240052458416061,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2505,train,2.0,1065.6,6.972231298166502,1,1,1,1,0,0,1,0,1,0,control,0,0,0,1,0,0.0
2506,train,8.0,126.55,4.848508444587821,1,0,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2507,train,4.0,301.02,5.710493240347643,0,1,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2508,train,4.0,160.52,5.084628974004582,0,1,0,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
2509,train,9.0,341.62,5.8366219613023125,1,0,0,0,0,1,0,1,0,0,mens_email,1,1,0,0,0,0.0
2510,train,3.0,161.65,5.091600652919361,0,1,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2511,train,3.0,173.87,5.1640428407255685,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2513,train,10.0,175.09,5.1709952279726865,0,1,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2514,train,9.0,29.99,3.433664571799657,1,0,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2515,train,4.0,29.99,3.433664571799657,0,1,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2516,train,2.0,260.96,5.568191820349853,0,1,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2518,train,4.0,656.92,6.489083343386691,1,1,1,1,0,1,0,1,0,0,mens_email,1,1,0,0,0,0.0
2519,train,11.0,158.19,5.0700984573670445,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2520,train,4.0,529.82,6.27442298072335,0,1,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2521,train,3.0,95.16,4.566013470786897,1,0,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2522,train,10.0,123.08,4.8209265188682835,1,0,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2523,train,9.0,32.58,3.5139306516493947,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2524,train,1.0,593.73,6.388107521043036,1,0,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2525,train,12.0,230.65,5.4452276118626575,1,1,1,1,0,1,0,0,1,0,womens_email,1,0,1,1,0,0.0
2526,train,4.0,99.27,4.607866547535834,0,1,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2527,train,1.0,1101.04,7.00491828669477,0,1,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2528,train,3.0,300.9,5.710095836712793,0,1,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2529,train,2.0,344.7,5.845571346927579,0,1,0,0,0,1,0,1,0,0,womens_email,1,0,1,0,0,0.0
2530,train,4.0,60.69,4.122121843221548,1,0,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2531,train,1.0,134.5,4.908971640319756,0,1,0,0,0,0,1,0,1,0,womens_email,1,0,1,1,0,0.0
2533,train,9.0,256.59,5.551369173600911,1,1,1,1,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2534,train,5.0,185.98,5.231001659263169,0,1,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2536,train,3.0,75.95,4.343155860284888,0,1,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2537,train,4.0,103.77,4.651767471364874,0,1,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2538,train,1.0,29.99,3.433664571799657,0,1,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2541,train,4.0,29.99,3.433664571799657,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2542,train,1.0,242.86,5.496594290132118,0,1,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2544,train,11.0,39.97,3.7128400915587796,0,1,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2545,train,8.0,58.47,4.085471983718502,0,1,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2547,train,11.0,255.4,5.546738725046515,1,0,1,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
2548,train,8.0,144.84,4.982510130370407,0,1,0,0,0,1,0,0,0,1,control,0,0,0,1,0,0.0
2549,train,11.0,34.67,3.5743099993708003,1,0,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2550,train,9.0,52.06,3.971423348709594,0,1,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2551,train,6.0,103.38,4.6480380862152675,0,1,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2552,train,4.0,51.94,3.9691591967989552,0,1,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2553,train,12.0,565.15,6.338859060760049,1,0,1,0,0,1,0,1,0,0,womens_email,1,0,1,0,0,0.0
2554,train,11.0,71.67,4.2859286446285445,0,1,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2556,train,2.0,680.43,6.524193531260934,1,0,1,0,1,0,0,1,0,0,control,0,0,0,1,0,0.0
2557,train,7.0,779.71,6.660203762061759,1,1,1,1,0,1,0,0,0,1,mens_email,1,1,0,1,0,0.0
2559,train,9.0,166.32,5.119908146573998,1,0,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2560,train,10.0,95.14,4.565805462465814,1,0,0,0,0,1,0,0,1,0,mens_email,1,1,0,1,0,0.0
2561,train,4.0,29.99,3.433664571799657,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2563,train,9.0,200.25,5.304547916298673,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2564,train,10.0,185.01,5.22580043570886,0,1,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2565,train,5.0,75.83,4.341595188879544,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2566,train,6.0,29.99,3.433664571799657,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2567,train,10.0,82.15,4.420646205638937,0,1,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2568,train,3.0,31.11,3.4691675081014224,0,1,0,0,1,0,0,0,0,1,control,0,0,0,1,0,0.0
2569,train,10.0,289.05,5.670053321912073,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2570,train,3.0,234.8,5.462983988103271,1,0,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2572,train,8.0,105.98,4.672641901103104,0,1,1,0,1,0,0,0,1,0,control,0,0,0,0,0,0.0
2577,train,6.0,246.0,5.5093883366279774,0,1,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2579,train,2.0,56.74,4.055950174234789,1,0,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2580,train,6.0,29.99,3.433664571799657,0,1,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2581,train,10.0,326.47,5.791396447826056,1,1,0,1,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2582,train,2.0,1238.32,7.12231812108311,1,1,1,1,0,0,1,1,0,0,control,0,0,0,0,0,0.0
2583,train,7.0,47.53,3.882182163417125,1,0,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2584,train,2.0,129.73,4.873134127573769,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2585,train,2.0,776.69,6.656327987189528,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2587,train,4.0,427.21,6.059613729455989,1,0,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2589,train,8.0,36.65,3.6283329542459026,1,0,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2590,train,4.0,62.41,4.14962157771194,1,0,0,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2591,train,1.0,66.12,4.206482062158951,0,1,1,0,0,1,0,0,0,1,womens_email,1,0,1,1,0,0.0
2592,train,8.0,223.73,5.414899681627901,0,1,0,0,0,0,1,1,0,0,control,0,0,0,1,0,0.0
2593,train,4.0,230.37,5.444018160719591,0,1,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2594,train,1.0,49.52,3.9223692974822906,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2595,train,2.0,29.99,3.433664571799657,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,1,0,0.0
2596,train,11.0,129.35,4.870223140379511,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
2597,train,11.0,65.07,4.190714786041794,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2598,train,10.0,419.22,6.0407783836609035,1,1,0,1,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
2599,train,5.0,101.01,4.625070847694428,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2600,train,2.0,510.18,6.236721778667303,1,1,1,1,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2601,train,2.0,482.14,6.18030646672517,0,1,0,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
2602,train,5.0,676.24,6.518025715260031,1,1,1,1,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2603,train,1.0,611.91,6.4182181062339305,1,1,1,1,1,0,0,0,1,0,mens_email,1,1,0,1,1,97.38
2604,train,6.0,117.9,4.778282803696737,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2606,train,2.0,208.47,5.344580531017675,1,0,1,0,1,0,0,0,1,0,control,0,0,0,0,0,0.0
2607,train,4.0,478.8,6.173369350405594,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2608,train,7.0,50.8,3.9473901492654373,1,0,0,0,0,0,1,0,0,1,control,0,0,0,1,0,0.0
2610,train,12.0,308.44,5.734764212264929,0,1,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2611,train,10.0,378.94,5.9400133455169035,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2612,train,1.0,29.99,3.433664571799657,0,1,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2613,train,3.0,50.89,3.949126093379648,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2614,train,5.0,169.07,5.136210117004322,0,1,0,0,0,1,0,0,0,1,control,0,0,0,1,0,0.0
2615,train,5.0,276.02,5.624089705746952,1,0,0,0,1,0,0,0,1,0,control,0,0,0,0,0,0.0
2616,train,3.0,95.86,4.573266636975083,0,1,1,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
2617,train,8.0,115.67,4.759349436835766,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2618,train,2.0,29.99,3.433664571799657,0,1,1,0,0,0,1,0,0,1,mens_email,1,1,0,1,0,0.0
2619,train,10.0,105.4,4.667205576907544,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2620,train,12.0,30.37,3.445852022202587,1,0,1,0,1,0,0,0,1,0,control,0,0,0,0,0,0.0
2622,train,5.0,80.6,4.401829261970061,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2623,train,3.0,981.42,6.890018915491839,0,1,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
2624,train,3.0,101.67,4.6315199613108735,0,1,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2625,train,7.0,188.94,5.2467082328148065,1,0,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2626,train,9.0,353.34,5.870256904172291,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2627,train,1.0,808.58,6.696515594670751,1,1,1,1,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2628,train,3.0,804.23,6.691127950895724,1,1,1,1,0,0,1,1,0,0,womens_email,1,0,1,0,0,0.0
2629,train,7.0,180.13,5.199215005504826,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2630,train,10.0,116.06,4.7626866238630745,0,1,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2632,train,4.0,183.57,5.2180287953192,1,0,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2633,train,2.0,171.5,5.150397236471415,1,0,1,0,1,0,0,0,0,1,control,0,0,0,0,0,0.0
2635,train,3.0,922.47,6.828138314000651,1,1,1,1,0,0,1,1,0,0,womens_email,1,0,1,0,0,0.0
2636,train,2.0,278.36,5.632501272651237,1,1,0,1,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2637,train,1.0,164.25,5.107459478731796,1,0,0,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
2638,train,2.0,261.05,5.568535325248176,1,0,0,0,0,1,0,1,0,0,mens_email,1,1,0,0,0,0.0
2641,train,3.0,613.82,6.421329542039682,1,1,1,1,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2642,train,1.0,292.86,5.6831034634478,1,0,0,0,0,0,1,1,0,0,womens_email,1,0,1,1,0,0.0
2643,train,5.0,552.53,6.316315951221901,1,1,1,1,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2647,train,10.0,127.53,4.85616234012204,1,0,0,0,1,0,0,0,1,0,mens_email,1,1,0,0,0,0.0
2649,train,9.0,29.99,3.433664571799657,0,1,0,0,0,0,1,0,0,1,mens_email,1,1,0,1,0,0.0
2650,train,8.0,266.44,5.588895242111843,1,1,1,1,1,0,0,0,0,1,mens_email,1,1,0,1,0,0.0
2651,train,11.0,84.75,4.45143608604605,1,0,1,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
2652,train,9.0,29.99,3.433664571799657,1,0,0,0,1,0,0,0,0,1,mens_email,1,1,0,0,0,0.0
2653,train,1.0,136.79,4.925730787005811,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2654,train,8.0,260.37,5.565937027962764,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2657,train,4.0,122.33,4.814863689577897,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2658,train,9.0,194.12,5.2736147539076645,0,1,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2659,train,9.0,271.58,5.6079321489993665,0,1,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2661,train,1.0,567.43,6.342878174562727,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2663,train,7.0,308.43,5.734731895300136,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2665,train,9.0,60.35,4.116595171156921,1,0,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
2666,train,7.0,116.28,4.764564238138341,1,0,0,0,1,0,0,0,0,1,womens_email,1,0,1,1,0,0.0
2667,train,9.0,132.93,4.897317275399031,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2668,train,8.0,411.27,6.021678474513991,1,0,0,0,1,0,0,1,0,0,womens_email,1,0,1,1,0,0.0
2669,train,12.0,47.43,3.880119456415138,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2670,train,5.0,402.18,5.999383112352278,0,1,0,0,0,0,1,1,0,0,mens_email,1,1,0,1,0,0.0
2671,train,10.0,29.99,3.433664571799657,0,1,0,0,1,0,0,0,0,1,mens_email,1,1,0,0,0,0.0
2673,train,4.0,292.45,5.681707267004343,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2674,train,1.0,29.99,3.433664571799657,0,1,1,0,0,0,1,0,0,1,control,0,0,0,1,0,0.0
2675,train,3.0,65.69,4.200055016644215,0,1,0,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2676,train,4.0,1248.06,7.130146547402513,0,1,1,0,1,0,0,1,0,0,womens_email,1,0,1,0,0,0.0
2677,train,6.0,808.31,6.696182032782663,1,1,1,1,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2679,train,2.0,29.99,3.433664571799657,0,1,0,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
2681,train,9.0,29.99,3.433664571799657,1,0,1,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2682,train,4.0,157.57,5.0661961362014765,0,1,1,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
2685,train,9.0,186.94,5.236122762954919,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2686,train,6.0,217.19,5.385366242834559,1,0,1,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2687,train,7.0,93.19,4.545314018834726,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2688,train,10.0,104.4,4.657762636107262,1,0,0,0,1,0,0,0,0,1,control,0,0,0,0,0,0.0
2689,train,11.0,169.97,5.141488102515018,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2690,train,2.0,29.99,3.433664571799657,1,0,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2691,train,6.0,83.58,4.437697832044343,0,1,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2692,train,3.0,357.76,5.882653641249802,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2693,train,10.0,217.38,5.38623666458592,1,0,0,0,1,0,0,0,0,1,control,0,0,0,0,0,0.0
2694,train,4.0,380.39,5.94382247363014,1,0,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2695,train,2.0,461.7,6.137078895912954,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2696,train,10.0,225.07,5.420844685827729,1,0,1,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2697,train,9.0,118.44,4.782814153230935,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2700,train,1.0,87.27,4.480400299032142,0,1,0,0,1,0,0,0,1,0,control,0,0,0,0,0,0.0
2701,train,4.0,357.07,5.880728498013316,0,1,0,0,0,1,0,0,0,1,control,0,0,0,1,0,0.0
2702,train,8.0,105.46,4.667769327744611,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2703,train,5.0,29.99,3.433664571799657,0,1,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2704,train,3.0,49.86,3.9290767599939738,1,0,1,0,1,0,0,0,0,1,control,0,0,0,0,0,0.0
2705,train,10.0,119.16,4.788824188015824,1,0,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2706,train,8.0,245.81,5.508618809848949,1,1,0,1,0,0,1,1,0,0,mens_email,1,1,0,1,0,0.0
2707,train,1.0,42.78,3.779177092094717,1,0,1,0,0,1,0,0,0,1,control,0,0,0,1,0,0.0
2709,train,2.0,128.16,4.8610519458900745,1,0,0,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2710,train,10.0,482.4,6.180844468269383,1,1,0,1,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2711,train,2.0,660.49,6.49449486628277,1,1,1,1,0,0,1,1,0,0,womens_email,1,0,1,0,0,0.0
2712,train,1.0,558.89,6.327740335863147,1,0,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2713,train,2.0,262.67,5.5746983212446635,0,1,0,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
2715,train,3.0,471.38,6.157783746424431,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
2716,train,8.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2717,train,2.0,326.89,5.792678186282782,1,1,0,1,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2718,train,5.0,1267.82,7.145842613681949,1,0,1,0,1,0,0,0,0,1,mens_email,1,1,0,0,0,0.0
2719,train,3.0,137.69,4.932241226668244,1,0,1,0,0,0,1,0,1,0,mens_email,1,1,0,1,0,0.0
2720,train,4.0,82.81,4.428552332110815,0,1,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2721,train,7.0,205.21,5.328895067012175,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2722,train,4.0,553.53,6.318120908122229,1,0,1,0,0,1,0,1,0,0,womens_email,1,0,1,0,0,0.0
2723,train,12.0,334.12,5.8144886766387796,0,1,0,0,0,1,0,0,1,0,mens_email,1,1,0,0,0,0.0
2724,train,11.0,138.87,4.940713419791213,0,1,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2725,train,8.0,35.57,3.59922823216129,1,0,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2726,train,5.0,123.83,4.826952811662959,1,0,0,0,0,0,1,0,0,1,womens_email,1,0,1,1,0,0.0
2727,train,1.0,85.1,4.455509411433685,1,0,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2729,train,6.0,375.55,5.9310508405473605,1,0,0,0,0,0,1,0,1,0,control,0,0,0,1,0,0.0
2730,train,10.0,142.32,4.965079892436753,0,1,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2731,train,11.0,203.6,5.321056853517526,1,0,1,0,0,0,1,0,0,1,mens_email,1,1,0,0,0,0.0
2732,train,2.0,221.16,5.403397842998544,1,0,0,0,1,0,0,0,1,0,mens_email,1,1,0,0,0,0.0
2733,train,11.0,159.16,5.07617331556691,1,0,1,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2734,train,12.0,87.16,4.479153345404605,1,0,1,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2736,train,9.0,99.09,4.606069781230928,1,0,0,0,0,1,0,0,1,0,control,0,0,0,1,0,0.0
2737,train,2.0,292.58,5.682150174529087,1,0,1,0,0,1,0,1,0,0,mens_email,1,1,0,0,0,0.0
2739,train,2.0,481.74,6.1794782064384535,0,1,1,0,0,1,0,0,0,1,mens_email,1,1,0,1,0,0.0
2741,train,2.0,435.07,6.077802780920904,1,0,0,0,0,0,1,1,0,0,mens_email,1,1,0,0,0,0.0
2743,train,4.0,29.99,3.433664571799657,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2744,train,6.0,231.45,5.448675148136593,1,1,0,1,0,0,1,0,1,0,mens_email,1,1,0,1,0,0.0
2746,train,10.0,93.67,4.5503971601407995,0,1,1,0,0,0,1,0,1,0,mens_email,1,1,0,0,0,0.0
2747,train,4.0,167.6,5.127529045567755,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2748,train,4.0,171.45,5.15010733938285,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2749,train,7.0,76.01,4.343935283551159,1,0,0,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
2750,train,8.0,29.99,3.433664571799657,1,0,0,0,0,0,1,0,0,1,womens_email,1,0,1,1,0,0.0
2751,train,5.0,465.85,6.146008006929935,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
2754,train,4.0,29.99,3.433664571799657,1,0,0,0,0,0,1,0,1,0,control,0,0,0,0,0,0.0
2755,train,10.0,34.55,3.5709401562492498,0,1,1,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2756,train,9.0,29.99,3.433664571799657,1,0,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
2757,train,1.0,62.96,4.158257887965753,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,1,0,0.0
2759,train,1.0,1024.79,6.933218326418667,1,0,1,0,0,1,0,1,0,0,control,0,0,0,0,0,0.0
2760,train,10.0,244.92,5.505006279790286,0,1,0,0,0,0,1,1,0,0,control,0,0,0,0,0,0.0
2761,train,11.0,313.85,5.752096334934752,0,1,0,0,0,0,1,0,1,0,womens_email,1,0,1,1,0,0.0
2762,train,11.0,72.71,4.300138475201197,0,1,0,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2763,train,8.0,347.61,5.853953818847745,1,0,0,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2765,train,4.0,152.21,5.031809529327663,0,1,0,0,1,0,0,0,1,0,womens_email,1,0,1,0,0,0.0
2766,train,4.0,192.08,5.2631046107922925,1,0,0,0,0,0,1,0,1,0,control,0,0,0,1,0,0.0
2767,train,2.0,106.47,4.677211738853062,0,1,0,0,0,1,0,0,0,1,womens_email,1,0,1,0,0,0.0
2768,train,10.0,112.5,4.7318028369214575,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2769,train,3.0,29.99,3.433664571799657,1,0,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2770,train,3.0,241.8,5.492238059185343,0,1,1,0,0,0,1,0,0,1,control,0,0,0,0,0,0.0
2771,train,6.0,92.22,4.534962290944595,1,0,1,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2772,train,4.0,33.4,3.5380565643793527,1,0,0,0,0,1,0,0,0,1,control,0,0,0,0,0,0.0
2773,train,10.0,137.4,4.93014804318357,1,0,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2774,train,6.0,37.67,3.6550641056192057,0,1,0,0,0,1,0,0,1,0,control,0,0,0,0,0,0.0
2775,train,2.0,287.07,5.663203506158285,1,1,0,1,0,0,1,0,1,0,control,0,0,0,1,0,0.0
2776,train,9.0,129.01,4.867611370574077,0,1,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2778,train,9.0,399.22,5.992014395913418,1,0,0,0,0,1,0,0,0,1,mens_email,1,1,0,0,0,0.0
2779,train,5.0,73.48,4.310530632968812,1,0,0,0,1,0,0,0,0,1,womens_email,1,0,1,0,0,0.0
2780,train,10.0,288.89,5.6695015406793265,0,1,0,0,0,0,1,0,1,0,mens_email,1,1,0,1,0,0.0
2781,train,4.0,509.9,6.2361738763367525,1,0,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2782,train,2.0,343.63,5.842471377762471,0,1,1,0,0,1,0,0,1,0,womens_email,1,0,1,0,0,0.0
2784,train,9.0,100.86,4.623599321456458,1,0,0,0,0,0,1,0,1,0,womens_email,1,0,1,0,0,0.0
2786,train,3.0,572.1,6.351060221557692,1,1,1,1,1,0,0,1,0,0,womens_email,1,0,1,0,0,0.0
2787,train,3.0,404.61,6.005392106805395,1,0,1,0,0,1,0,0,0,1,womens_email,1,0,1,1,0,0.0
2791,train,1.0,151.45,5.026836673434263,0,1,1,0,0,0,1,0,0,1,womens_email,1,0,1,0,0,0.0
