customer_uid,split,recency,history,history_log1p,mens,womens,newbie,mw_count,bought_both,zip_code,channel,history_segment,history_segment_ord,treatment_arm,T,T_mens,T_womens,visit,conversion,spend
6334,train,2,166.36,5.120147180876558,1,0,0,1,0,Suburban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
6335,train,6,243.95,5.501054108084584,0,1,0,1,0,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
6336,train,9,59.14,4.096675177560383,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6337,train,10,102.96,4.6440062097732895,0,1,0,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6338,train,4,288.41,5.667844367850572,1,1,0,2,1,Suburban,Web,3) $200 - $350,3,womens_email,1,0,1,1,0,0.0
6339,train,8,262.08,5.57245816843315,1,1,1,2,1,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6340,train,9,29.99,3.433664571799657,0,1,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6341,train,10,145.12,4.984428201927082,1,0,0,1,0,Rural,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
6342,train,2,74.54,4.324662317284311,0,1,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6343,train,11,29.99,3.433664571799657,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6344,train,9,154.58,5.047160068778628,1,0,0,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6345,train,2,548.7,6.309372674866615,1,1,1,2,1,Urban,Web,5) $500 - $750,5,mens_email,1,1,0,1,0,0.0
6346,test,10,169.81,5.140551827649969,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6347,train,9,29.99,3.433664571799657,1,0,0,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6348,test,2,399.63,5.993038308096273,1,0,1,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6349,train,3,29.99,3.433664571799657,0,1,0,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6350,train,1,90.34,4.514588807756853,0,1,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6351,train,10,29.99,3.433664571799657,1,0,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6352,train,1,29.99,3.433664571799657,1,0,1,1,0,Rural,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6353,train,9,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6354,train,10,112.2,4.729156165769083,1,0,0,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6355,train,3,205.52,5.330397260011448,0,1,0,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6356,train,9,485.32,6.186866843440467,1,0,0,1,0,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
6357,test,11,29.99,3.433664571799657,0,1,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6358,train,3,406.65,6.01040896310892,0,1,0,1,0,Suburban,Phone,4) $350 - $500,4,control,0,0,0,1,0,0.0
6359,test,2,1526.77,7.331564434836448,1,1,1,2,1,Suburban,Phone,"7) $1,000 +",7,control,0,0,0,0,0,0.0
6360,train,1,898.42,6.801750111136288,1,1,1,2,1,Urban,Multichannel,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
6361,train,1,290.33,5.674456645274372,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
6362,train,9,100.89,4.6238937999861935,1,0,1,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
6363,train,3,555.52,6.321703108973676,0,1,1,1,0,Urban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
6364,train,1,29.99,3.433664571799657,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6365,test,11,103.86,4.652626127144386,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6366,train,11,100.01,4.615219521841093,0,1,0,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6367,test,3,217.14,5.385137058500597,0,1,0,1,0,Rural,Phone,3) $200 - $350,3,mens_email,1,1,0,1,0,0.0
6368,train,1,1104.57,7.008116318057701,1,1,1,2,1,Suburban,Web,"7) $1,000 +",7,control,0,0,0,0,0,0.0
6369,train,8,311.71,5.74527624348556,0,1,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
6370,train,5,206.76,5.336383567354493,0,1,0,1,0,Suburban,Multichannel,3) $200 - $350,3,control,0,0,0,0,0,0.0
6371,train,9,121.25,4.8060681283549815,0,1,1,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,1,0,0.0
6372,train,11,29.99,3.433664571799657,0,1,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,1,1,194.41
6373,train,9,409.07,6.016327876832671,0,1,1,1,0,Urban,Multichannel,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6374,train,7,45.09,3.830596006732417,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6375,train,1,31.57,3.4833916192881422,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6376,train,5,435.91,6.0797272242282965,1,0,1,1,0,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
6377,train,4,29.99,3.433664571799657,1,0,1,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6378,train,1,90.25,4.513602992462601,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6379,train,10,91.35,4.5255857066452485,1,0,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6380,train,5,95.65,4.57109620565434,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6381,train,6,114.53,4.749530236494927,1,0,0,1,0,Rural,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6382,test,2,58.04,4.078215180292217,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6383,train,4,706.44,6.561652820267479,1,1,1,2,1,Rural,Multichannel,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
6384,train,1,882.24,6.783596964352348,1,1,1,2,1,Suburban,Web,"6) $750 - $1,000",6,womens_email,1,0,1,0,0,0.0
6385,train,9,37.96,3.6625354787743345,0,1,0,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6386,train,6,183.6,5.218191322068752,1,0,0,1,0,Rural,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6387,train,1,208.65,5.345439473616771,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6388,test,5,222.8,5.4107527958778245,1,0,0,1,0,Urban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6389,test,5,197.74,5.291997437803217,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
6390,test,1,29.99,3.433664571799657,1,0,0,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6391,train,6,303.71,5.7193605046195195,0,1,1,1,0,Suburban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,1,0,0.0
6392,train,3,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6393,train,4,201.97,5.3130581848695355,0,1,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
6394,train,4,164.49,5.108910770030852,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,control,0,0,0,1,0,0.0
6395,train,1,781.93,6.663043292249836,1,1,1,2,1,Urban,Web,"6) $750 - $1,000",6,mens_email,1,1,0,1,0,0.0
6396,train,1,798.83,6.684399205086604,0,1,1,1,0,Suburban,Web,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
6397,train,8,34.77,3.5771095532709265,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6398,train,3,489.92,6.196281181729308,0,1,0,1,0,Suburban,Web,4) $350 - $500,4,womens_email,1,0,1,1,0,0.0
6399,train,3,507.19,6.230855393400058,0,1,1,1,0,Rural,Phone,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
6400,test,1,140.55,4.952653011557909,0,1,1,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
6401,test,12,531.39,6.277376303474534,1,1,1,2,1,Suburban,Web,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
6402,train,1,1647.82,7.4078151595366455,1,0,1,1,0,Urban,Web,"7) $1,000 +",7,mens_email,1,1,0,0,0,0.0
6403,test,6,106.18,4.674509664066704,0,1,0,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6404,train,1,1010.79,6.919476318432833,0,1,1,1,0,Urban,Multichannel,"7) $1,000 +",7,womens_email,1,0,1,0,0,0.0
6405,test,10,162.67,5.097852205517793,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6406,train,3,529.82,6.27442298072335,1,0,1,1,0,Rural,Multichannel,5) $500 - $750,5,control,0,0,0,0,0,0.0
6407,test,6,77.59,4.364244464878084,0,1,1,1,0,Rural,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6408,train,10,541.86,6.296851459803208,0,1,1,1,0,Suburban,Web,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
6409,train,6,52.5,3.979681653901961,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,1,0,0.0
6410,train,4,187.29,5.237983327508337,1,0,1,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6411,test,9,200.16,5.304100611303764,0,1,1,1,0,Rural,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
6412,train,7,312.91,5.749106320619864,1,0,0,1,0,Rural,Phone,3) $200 - $350,3,control,0,0,0,1,0,0.0
6413,train,1,339.06,5.82912207262934,1,0,0,1,0,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,1,0,0.0
6414,train,10,29.99,3.433664571799657,0,1,0,1,0,Rural,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6415,train,9,66.27,4.208714372037514,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6416,train,4,248.68,5.520180097962524,0,1,0,1,0,Urban,Web,3) $200 - $350,3,control,0,0,0,0,0,0.0
6417,train,8,121.35,4.806885789888681,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
6418,train,10,90.97,4.521462436914606,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6419,train,1,212.26,5.362512078590034,1,1,1,2,1,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6420,train,7,235.06,5.464086010000923,1,0,0,1,0,Rural,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6421,train,1,996.66,6.905412536903659,0,1,1,1,0,Rural,Phone,"6) $750 - $1,000",6,womens_email,1,0,1,0,0,0.0
6422,train,4,71.18,4.279162999214643,0,1,0,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6423,train,10,166.38,5.120266676604728,1,0,1,1,0,Rural,Web,2) $100 - $200,2,control,0,0,0,1,0,0.0
6424,train,2,171.69,5.151498079596578,0,1,0,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
6425,train,7,160.01,5.081466474856847,0,1,0,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
6426,train,6,238.58,5.478887390303185,1,0,0,1,0,Urban,Web,3) $200 - $350,3,control,0,0,0,0,0,0.0
6427,test,12,130.33,4.877713239597068,0,1,1,1,0,Suburban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6428,train,7,104.5,4.658710952916121,0,1,0,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6429,train,2,333.13,5.811530138806526,1,0,1,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,1,0,0.0
6430,train,9,356.55,5.879275212494405,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
6431,train,9,129.0,4.867534450455582,1,0,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6432,train,8,44.16,3.810211739281461,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6433,train,7,99.66,4.611748501348214,1,0,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6434,train,10,261.1,5.568726110329361,1,0,1,1,0,Suburban,Multichannel,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6435,train,2,763.44,6.639143539620781,1,1,1,2,1,Suburban,Multichannel,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
6436,test,4,831.11,6.723964643620495,0,1,1,1,0,Rural,Multichannel,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
6437,train,4,212.42,5.363262055188419,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6438,train,10,70.71,4.272630207894483,0,1,0,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6439,test,3,70.43,4.268717949166882,0,1,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6440,train,8,237.08,5.472606751644727,1,0,1,1,0,Urban,Multichannel,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6441,train,6,40.02,3.7140597526442347,0,1,1,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
6442,train,9,52.33,3.9764990246125107,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6443,train,9,97.93,4.5944125293351314,0,1,0,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6444,train,1,137.21,4.928774267615935,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6445,train,4,413.07,6.0260350416581465,0,1,0,1,0,Urban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6446,train,1,482.02,6.180058060662786,1,1,0,2,1,Urban,Multichannel,4) $350 - $500,4,control,0,0,0,0,0,0.0
6447,test,8,82.2,4.421247347827163,1,0,0,1,0,Rural,Web,1) $0 - $100,1,control,0,0,0,1,1,29.99
6448,train,1,926.9,6.832923968359133,1,1,1,2,1,Suburban,Web,"6) $750 - $1,000",6,mens_email,1,1,0,0,0,0.0
6449,test,1,96.38,4.578620850754555,0,1,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6450,train,8,29.99,3.433664571799657,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6451,train,8,74.78,4.327834405590455,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6452,test,10,209.35,5.34877281003653,0,1,1,1,0,Suburban,Web,3) $200 - $350,3,control,0,0,0,0,0,0.0
6453,train,3,417.1,6.03572063836252,0,1,0,1,0,Urban,Phone,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
6454,train,1,74.98,4.330470147759479,1,0,0,1,0,Rural,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6455,train,11,83.86,4.441002839774179,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6456,train,3,488.94,6.1942829346275925,0,1,1,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6457,train,6,38.72,3.681854839176972,0,1,1,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6458,train,7,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6459,train,11,59.76,4.106931677727572,1,0,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6460,train,2,125.14,4.837392401235505,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6461,train,10,29.99,3.433664571799657,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6462,train,7,69.12,4.250208060053033,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,1,0,0.0
6463,train,9,62.23,4.146778872070522,0,1,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6464,test,2,257.0,5.552959584921617,0,1,0,1,0,Rural,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6465,test,12,49.84,3.928683446321253,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6466,train,6,141.28,4.957796947080254,1,0,0,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6467,train,9,297.72,5.699506679793412,0,1,1,1,0,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6468,train,1,916.99,6.822186497314971,1,0,1,1,0,Rural,Multichannel,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
6469,train,4,73.05,4.304740540713808,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6470,train,7,191.27,5.258900634184245,1,0,0,1,0,Suburban,Phone,2) $100 - $200,2,control,0,0,0,1,0,0.0
6471,train,6,61.64,4.137404051682548,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6472,train,1,459.13,6.131509058252478,1,0,1,1,0,Suburban,Multichannel,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6473,train,1,105.95,4.672361435528415,0,1,0,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6474,train,10,465.15,6.1445074707427025,1,0,0,1,0,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
6475,train,10,42.49,3.772531026609547,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6476,train,9,216.21,5.380864627515602,0,1,0,1,0,Rural,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
6477,train,9,429.06,6.063924733837243,0,1,0,1,0,Urban,Multichannel,4) $350 - $500,4,womens_email,1,0,1,1,0,0.0
6478,train,6,46.71,3.8651410195280156,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6479,train,6,299.23,5.704548847584102,1,0,1,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6480,test,2,376.46,5.933464602809993,1,1,0,2,1,Suburban,Phone,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
6481,test,10,292.94,5.683375664878539,1,0,1,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6482,test,4,66.58,4.213312081286144,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6483,train,5,413.39,6.026807559379978,1,1,0,2,1,Urban,Multichannel,4) $350 - $500,4,control,0,0,0,1,0,0.0
6484,train,3,124.45,4.8319072728124315,1,0,0,1,0,Rural,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6485,test,1,369.77,5.915581924269754,0,1,1,1,0,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
6486,test,1,493.48,6.203506705351018,0,1,0,1,0,Urban,Multichannel,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
6487,test,2,318.43,5.76653815748159,1,0,0,1,0,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
6488,train,9,179.51,5.19578617790037,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6489,test,3,176.1,5.176714544788788,0,1,1,1,0,Suburban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6490,train,1,126.53,4.848351631038809,0,1,0,1,0,Rural,Web,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
6491,train,9,59.85,4.108411819433536,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6492,train,5,449.15,6.109580860554486,1,1,0,2,1,Urban,Multichannel,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
6493,test,9,292.46,5.681741343779321,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
6494,train,4,50.63,3.9441028988915576,0,1,1,1,0,Rural,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
6495,train,4,107.73,4.6888677450096585,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
6496,train,10,82.11,4.420165031564935,0,1,1,1,0,Rural,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6497,train,7,204.31,5.324521032044673,0,1,0,1,0,Suburban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6498,train,2,119.13,4.788574489733284,0,1,1,1,0,Rural,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6499,train,11,35.02,3.58407433974781,1,0,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
6500,train,1,128.46,4.8633719531173645,1,0,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
6501,test,5,94.77,4.561949483533528,0,1,1,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
6502,test,1,285.4,5.657389435086491,1,0,0,1,0,Rural,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
6503,train,6,223.9,5.41565585896527,1,0,1,1,0,Urban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
6504,train,3,434.06,6.075483952611556,1,0,0,1,0,Rural,Multichannel,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
6505,test,2,121.84,4.810882695572622,0,1,1,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
6506,train,6,466.82,6.148083606549563,1,1,1,2,1,Rural,Multichannel,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6507,train,7,176.57,5.179364897370744,1,0,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6508,train,2,555.65,6.321936676174716,1,1,1,2,1,Suburban,Web,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
6509,test,3,217.82,5.388249474048644,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
6510,train,10,116.15,4.763455164953805,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
6511,train,11,239.65,5.483343595749118,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6512,train,4,614.06,6.4217198240233655,1,0,1,1,0,Urban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
6513,test,3,29.99,3.433664571799657,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6514,test,1,29.99,3.433664571799657,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6515,test,2,29.99,3.433664571799657,0,1,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6516,train,6,388.9,5.965890295988552,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6517,train,6,325.24,5.787633306826145,1,0,1,1,0,Suburban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
6518,train,1,508.26,6.232958691634785,0,1,1,1,0,Suburban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,1,0,0.0
6519,train,7,51.07,3.952588967174808,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6520,test,10,273.13,5.613602446425789,1,0,0,1,0,Rural,Multichannel,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6521,train,3,293.45,5.685109209390579,0,1,0,1,0,Suburban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
6522,test,7,709.55,6.566039318037871,1,0,1,1,0,Urban,Phone,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
6523,test,8,80.16,4.396422514957614,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6524,train,7,284.31,5.653576308428883,0,1,1,1,0,Urban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
6525,train,4,102.02,4.634923144137439,1,0,0,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6526,train,3,607.83,6.411539082600146,1,1,1,2,1,Suburban,Multichannel,5) $500 - $750,5,control,0,0,0,1,0,0.0
6527,train,3,111.84,4.725970886133796,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
6528,train,4,92.56,4.538602941715978,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6529,train,6,193.36,5.269712109537703,1,0,1,1,0,Rural,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
6530,train,12,481.57,6.1791259879764935,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
6531,train,1,30.31,3.443937535338314,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
6532,train,6,42.39,3.7702289998102594,0,1,0,1,0,Rural,Phone,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
6533,test,9,352.48,5.867826906649804,0,1,0,1,0,Urban,Phone,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
6534,train,2,55.79,4.039360253889341,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6535,train,3,57.33,4.066116540765546,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6536,train,2,889.39,6.791659568990811,1,1,1,2,1,Rural,Phone,"6) $750 - $1,000",6,womens_email,1,0,1,0,0,0.0
6537,train,10,145.06,4.984017496191964,0,1,0,1,0,Rural,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
6538,train,4,29.99,3.433664571799657,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6539,train,9,285.21,5.65672580711292,1,0,1,1,0,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,1,1,150.99
6540,train,10,93.61,4.549763178716353,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
6541,train,1,795.87,6.680691553817303,1,0,1,1,0,Suburban,Multichannel,"6) $750 - $1,000",6,control,0,0,0,1,0,0.0
